,index,split
29136,29136,test
29137,29137,test
29138,29138,test
29139,29139,test
29140,29140,test
29141,29141,test
29142,29142,test
29143,29143,train
29144,29144,train
29145,29145,test
29146,29146,train
29147,29147,test
29148,29148,test
29149,29149,test
29150,29150,test
29151,29151,test
29152,29152,test
29153,29153,test
29154,29154,test
29155,29155,test
29156,29156,test
29157,29157,test
29158,29158,test
29159,29159,test
29160,29160,test
29161,29161,test
29162,29162,test
29163,29163,test
29164,29164,test
29165,29165,test
29166,29166,test
29167,29167,test
29168,29168,test
29169,29169,test
29170,29170,test
29171,29171,test
29172,29172,test
29173,29173,test
29174,29174,test
29175,29175,test
29176,29176,test
29177,29177,test
29178,29178,test
29179,29179,train
29180,29180,validate
29181,29181,validate
29182,29182,validate
29183,29183,validate
29184,29184,validate
29185,29185,validate
29186,29186,validate
29187,29187,validate
29188,29188,validate
29189,29189,train
29190,29190,train
29191,29191,train
29192,29192,train
29193,29193,train
29194,29194,train
29195,29195,train
29196,29196,train
29197,29197,train
29198,29198,train
29199,29199,train
29200,29200,train
29201,29201,train
29202,29202,train
29203,29203,train
29204,29204,train
29205,29205,train
29206,29206,train
29207,29207,train
29208,29208,train
29209,29209,train
29210,29210,train
29211,29211,train
29212,29212,train
29213,29213,train
29214,29214,train
29215,29215,train
29216,29216,train
29217,29217,train
29218,29218,train
29219,29219,test
29220,29220,validate
29221,29221,test
29222,29222,test
29223,29223,test
29224,29224,test
29225,29225,test
29226,29226,test
29227,29227,test
29228,29228,train
29229,29229,train
29230,29230,train
29231,29231,train
29232,29232,train
29233,29233,train
29234,29234,train
29235,29235,train
29236,29236,validate
29237,29237,validate
29238,29238,validate
29239,29239,validate
29240,29240,train
29241,29241,train
29242,29242,train
29243,29243,test
29244,29244,train
29245,29245,train
29246,29246,train
29247,29247,train
29248,29248,train
29249,29249,train
29250,29250,train
29251,29251,train
29252,29252,train
29253,29253,train
29254,29254,train
29255,29255,train
29256,29256,train
29257,29257,train
29258,29258,validate
29259,29259,train
29260,29260,train
29261,29261,train
29262,29262,train
29263,29263,train
29264,29264,train
29265,29265,train
29266,29266,validate
29267,29267,train
29268,29268,train
29269,29269,train
29270,29270,train
29271,29271,train
29272,29272,train
29273,29273,test
29274,29274,test
29275,29275,train
29276,29276,train
29277,29277,train
29278,29278,train
29279,29279,train
29280,29280,train
29281,29281,train
29282,29282,train
29283,29283,train
29284,29284,train
29285,29285,train
29286,29286,train
29287,29287,train
29288,29288,train
29289,29289,train
29290,29290,train
29291,29291,train
29292,29292,train
29293,29293,train
29294,29294,train
29295,29295,train
29296,29296,train
29297,29297,train
29298,29298,train
29299,29299,train
29300,29300,train
29301,29301,train
29302,29302,train
29303,29303,train
29304,29304,test
29305,29305,test
29306,29306,test
29307,29307,train
29308,29308,train
29309,29309,train
29310,29310,train
29311,29311,train
29312,29312,train
29313,29313,train
29314,29314,train
29315,29315,train
29316,29316,train
29317,29317,train
29318,29318,train
29319,29319,train
29320,29320,train
29321,29321,train
29322,29322,train
29323,29323,train
29324,29324,test
29325,29325,test
29326,29326,test
29327,29327,test
29328,29328,test
29329,29329,train
29330,29330,train
29331,29331,train
29332,29332,train
29333,29333,validate
29334,29334,train
29335,29335,test
29336,29336,validate
29337,29337,train
29338,29338,test
29339,29339,train
29340,29340,train
29341,29341,test
29342,29342,train
29343,29343,test
29344,29344,test
29345,29345,train
29346,29346,train
29347,29347,train
29348,29348,train
29349,29349,train
29350,29350,train
29351,29351,train
29352,29352,train
29353,29353,train
29354,29354,train
29355,29355,train
29356,29356,train
29357,29357,train
29358,29358,train
29359,29359,test
29360,29360,test
29361,29361,test
29362,29362,train
29363,29363,train
29364,29364,train
29365,29365,train
29366,29366,train
29367,29367,train
29368,29368,test
29369,29369,test
29370,29370,test
29371,29371,test
29372,29372,train
29373,29373,test
29374,29374,test
29375,29375,test
29376,29376,train
29377,29377,test
29378,29378,test
29379,29379,test
29380,29380,test
29381,29381,train
29382,29382,train
29383,29383,train
29384,29384,train
29385,29385,train
29386,29386,train
29387,29387,train
29388,29388,train
29389,29389,train
29390,29390,train
29391,29391,train
29392,29392,train
29393,29393,train
29394,29394,test
29395,29395,test
29396,29396,train
29397,29397,train
29398,29398,train
29399,29399,train
29400,29400,test
29401,29401,validate
29402,29402,test
29403,29403,train
29404,29404,train
29405,29405,train
29406,29406,test
29407,29407,train
29408,29408,train
29409,29409,train
29410,29410,train
29411,29411,train
29412,29412,test
29413,29413,test
29414,29414,train
29415,29415,test
29416,29416,train
29417,29417,train
29418,29418,test
29419,29419,train
29420,29420,train
29421,29421,train
29422,29422,train
29423,29423,train
29424,29424,train
29425,29425,train
29426,29426,train
29427,29427,train
29428,29428,train
29429,29429,train
29430,29430,train
29431,29431,train
29432,29432,train
29433,29433,test
29434,29434,test
29435,29435,test
29436,29436,test
29437,29437,test
29438,29438,train
29439,29439,train
29440,29440,train
29441,29441,train
29442,29442,train
29443,29443,train
29444,29444,train
29445,29445,test
29446,29446,test
29447,29447,test
29448,29448,test
29449,29449,test
29450,29450,train
29451,29451,train
29452,29452,train
29453,29453,train
29454,29454,test
29455,29455,test
29456,29456,train
29457,29457,test
29458,29458,test
29459,29459,test
29460,29460,test
29461,29461,test
29462,29462,test
29463,29463,test
29464,29464,test
29465,29465,test
29466,29466,test
29467,29467,test
29468,29468,train
29469,29469,test
29470,29470,train
29471,29471,test
29472,29472,validate
29473,29473,validate
29474,29474,validate
29475,29475,validate
29476,29476,train
29477,29477,train
29478,29478,train
29479,29479,train
29480,29480,train
29481,29481,train
29482,29482,train
29483,29483,train
29484,29484,train
29485,29485,train
29486,29486,train
29487,29487,train
29488,29488,train
29489,29489,train
29490,29490,train
29491,29491,train
29492,29492,train
29493,29493,train
29494,29494,train
29495,29495,train
29496,29496,train
29497,29497,train
29498,29498,train
29499,29499,train
29500,29500,train
29501,29501,train
29502,29502,train
29503,29503,train
29504,29504,test
29505,29505,train
29506,29506,train
29507,29507,train
29508,29508,train
29509,29509,train
29510,29510,train
29511,29511,train
29512,29512,train
29513,29513,train
29514,29514,train
29515,29515,train
29516,29516,train
29517,29517,train
29518,29518,test
29519,29519,train
29520,29520,validate
29521,29521,validate
29522,29522,validate
29523,29523,validate
29524,29524,validate
29525,29525,validate
29526,29526,validate
29527,29527,validate
29528,29528,validate
29529,29529,validate
29530,29530,validate
29531,29531,validate
29532,29532,validate
29533,29533,validate
29534,29534,validate
29535,29535,train
29536,29536,test
29537,29537,test
29538,29538,test
29539,29539,train
29540,29540,test
29541,29541,test
29542,29542,test
29543,29543,test
29544,29544,test
29545,29545,test
29546,29546,test
29547,29547,test
29548,29548,test
29549,29549,test
29550,29550,train
29551,29551,test
29552,29552,test
29553,29553,test
29554,29554,train
29555,29555,train
29556,29556,train
29557,29557,train
29558,29558,test
29559,29559,test
29560,29560,test
29561,29561,test
29562,29562,test
29563,29563,test
29564,29564,test
29565,29565,test
29566,29566,test
29567,29567,test
29568,29568,test
29569,29569,test
29570,29570,test
29571,29571,test
29572,29572,test
29573,29573,test
29574,29574,test
29575,29575,test
29576,29576,test
29577,29577,test
29578,29578,test
29579,29579,test
29580,29580,test
29581,29581,test
29582,29582,test
29583,29583,test
29584,29584,test
29585,29585,test
29586,29586,test
29587,29587,test
29588,29588,test
29589,29589,test
29590,29590,test
29591,29591,test
29592,29592,test
29593,29593,test
29594,29594,test
29595,29595,test
29596,29596,test
29597,29597,test
29598,29598,test
29599,29599,test
29600,29600,test
29601,29601,test
29602,29602,test
29603,29603,test
29604,29604,test
29605,29605,test
29606,29606,test
29607,29607,test
29608,29608,test
29609,29609,test
29610,29610,test
29611,29611,test
29612,29612,test
29613,29613,test
29614,29614,test
29615,29615,test
29616,29616,test
29617,29617,test
29618,29618,test
29619,29619,test
29620,29620,test
29621,29621,test
29622,29622,test
29623,29623,train
29624,29624,train
29625,29625,train
29626,29626,train
29627,29627,train
29628,29628,train
29629,29629,train
29630,29630,train
29631,29631,train
29632,29632,test
29633,29633,train
29634,29634,test
29635,29635,test
29636,29636,test
29637,29637,test
29638,29638,test
29639,29639,test
29640,29640,test
29641,29641,test
29642,29642,test
29643,29643,test
29644,29644,test
29645,29645,test
29646,29646,test
29647,29647,test
29648,29648,test
29649,29649,test
29650,29650,test
29651,29651,test
29652,29652,test
29653,29653,test
29654,29654,test
29655,29655,train
29656,29656,train
29657,29657,train
29658,29658,train
29659,29659,train
29660,29660,train
29661,29661,train
29662,29662,train
29663,29663,train
29664,29664,train
29665,29665,train
29666,29666,train
29667,29667,train
29668,29668,train
29669,29669,train
29670,29670,train
29671,29671,train
29672,29672,test
29673,29673,train
29674,29674,train
29675,29675,test
29676,29676,train
29677,29677,train
29678,29678,train
29679,29679,train
29680,29680,train
29681,29681,validate
29682,29682,test
29683,29683,train
29684,29684,train
29685,29685,validate
29686,29686,validate
29687,29687,train
29688,29688,train
29689,29689,train
29690,29690,train
29691,29691,train
29692,29692,test
29693,29693,test
29694,29694,train
29695,29695,train
29696,29696,train
29697,29697,train
29698,29698,test
29699,29699,test
29700,29700,test
29701,29701,test
29702,29702,test
29703,29703,test
29704,29704,test
29705,29705,train
29706,29706,train
29707,29707,train
29708,29708,train
29709,29709,train
29710,29710,test
29711,29711,test
29712,29712,validate
29713,29713,validate
29714,29714,train
29715,29715,test
29716,29716,train
29717,29717,train
29718,29718,train
29719,29719,train
29720,29720,test
29721,29721,test
29722,29722,test
29723,29723,test
29724,29724,test
29725,29725,test
29726,29726,test
29727,29727,test
29728,29728,train
29729,29729,train
29730,29730,train
29731,29731,train
29732,29732,test
29733,29733,test
29734,29734,train
29735,29735,train
29736,29736,test
29737,29737,test
29738,29738,validate
29739,29739,train
29740,29740,train
29741,29741,train
29742,29742,validate
29743,29743,validate
29744,29744,train
29745,29745,train
29746,29746,validate
29747,29747,validate
29748,29748,train
29749,29749,train
29750,29750,train
29751,29751,test
29752,29752,train
29753,29753,train
29754,29754,train
29755,29755,train
29756,29756,train
29757,29757,train
29758,29758,test
29759,29759,train
29760,29760,train
29761,29761,train
29762,29762,train
29763,29763,validate
29764,29764,validate
29765,29765,validate
29766,29766,validate
29767,29767,validate
29768,29768,validate
29769,29769,validate
29770,29770,validate
29771,29771,validate
29772,29772,validate
29773,29773,test
29774,29774,test
29775,29775,test
29776,29776,test
29777,29777,test
29778,29778,test
29779,29779,test
29780,29780,test
29781,29781,test
29782,29782,test
29783,29783,test
29784,29784,test
29785,29785,test
29786,29786,test
29787,29787,test
29788,29788,test
29789,29789,test
29790,29790,test
29791,29791,test
29792,29792,test
29793,29793,test
29794,29794,test
29795,29795,test
29796,29796,test
29797,29797,test
29798,29798,test
29799,29799,train
29800,29800,validate
29801,29801,validate
29802,29802,validate
29803,29803,validate
29804,29804,validate
29805,29805,validate
29806,29806,validate
29807,29807,train
29808,29808,train
29809,29809,train
29810,29810,train
29811,29811,test
29812,29812,test
29813,29813,train
29814,29814,train
29815,29815,train
29816,29816,train
29817,29817,train
29818,29818,train
29819,29819,train
29820,29820,train
29821,29821,train
29822,29822,train
29823,29823,test
29824,29824,train
29825,29825,train
29826,29826,test
29827,29827,test
29828,29828,test
29829,29829,train
29830,29830,train
29831,29831,validate
29832,29832,test
29833,29833,test
29834,29834,test
29835,29835,test
29836,29836,test
29837,29837,train
29838,29838,train
29839,29839,train
29840,29840,train
29841,29841,train
29842,29842,train
29843,29843,train
29844,29844,train
29845,29845,validate
29846,29846,validate
29847,29847,validate
29848,29848,train
29849,29849,test
29850,29850,test
29851,29851,train
29852,29852,test
29853,29853,test
29854,29854,test
29855,29855,test
29856,29856,test
29857,29857,test
29858,29858,test
29859,29859,test
29860,29860,test
29861,29861,test
29862,29862,test
29863,29863,test
29864,29864,test
29865,29865,test
29866,29866,test
29867,29867,test
29868,29868,test
29869,29869,test
29870,29870,test
29871,29871,train
29872,29872,train
29873,29873,train
29874,29874,train
29875,29875,train
29876,29876,train
29877,29877,train
29878,29878,train
29879,29879,train
29880,29880,train
29881,29881,train
29882,29882,train
29883,29883,train
29884,29884,train
29885,29885,validate
29886,29886,test
29887,29887,test
29888,29888,train
29889,29889,train
29890,29890,validate
29891,29891,validate
29892,29892,validate
29893,29893,validate
29894,29894,validate
29895,29895,validate
29896,29896,validate
29897,29897,validate
29898,29898,validate
29899,29899,validate
29900,29900,validate
29901,29901,validate
29902,29902,validate
29903,29903,validate
29904,29904,validate
29905,29905,validate
29906,29906,validate
29907,29907,validate
29908,29908,train
29909,29909,train
29910,29910,train
29911,29911,train
29912,29912,train
29913,29913,train
29914,29914,train
29915,29915,train
29916,29916,train
29917,29917,train
29918,29918,train
29919,29919,train
29920,29920,train
29921,29921,test
29922,29922,test
29923,29923,test
29924,29924,test
29925,29925,test
29926,29926,test
29927,29927,test
29928,29928,test
29929,29929,test
29930,29930,test
29931,29931,test
29932,29932,test
29933,29933,test
29934,29934,test
29935,29935,test
29936,29936,test
29937,29937,test
29938,29938,test
29939,29939,test
29940,29940,test
29941,29941,train
29942,29942,train
29943,29943,train
29944,29944,validate
29945,29945,train
29946,29946,train
29947,29947,train
29948,29948,train
29949,29949,train
29950,29950,test
29951,29951,test
29952,29952,test
29953,29953,test
29954,29954,train
29955,29955,train
29956,29956,train
29957,29957,train
29958,29958,train
29959,29959,train
29960,29960,train
29961,29961,train
29962,29962,train
29963,29963,test
29964,29964,test
29965,29965,train
29966,29966,train
29967,29967,validate
29968,29968,train
29969,29969,train
29970,29970,train
29971,29971,train
29972,29972,train
29973,29973,test
29974,29974,test
29975,29975,test
29976,29976,test
29977,29977,test
29978,29978,test
29979,29979,test
29980,29980,test
29981,29981,test
29982,29982,test
29983,29983,test
29984,29984,test
29985,29985,test
29986,29986,test
29987,29987,test
29988,29988,test
29989,29989,train
29990,29990,train
29991,29991,train
29992,29992,train
29993,29993,test
29994,29994,train
29995,29995,train
29996,29996,train
29997,29997,train
29998,29998,train
29999,29999,train
30000,30000,train
30001,30001,train
30002,30002,train
30003,30003,test
30004,30004,test
30005,30005,test
30006,30006,test
30007,30007,test
30008,30008,test
30009,30009,test
30010,30010,test
30011,30011,test
30012,30012,test
30013,30013,train
30014,30014,test
30015,30015,test
30016,30016,train
30017,30017,train
30018,30018,train
30019,30019,train
30020,30020,train
30021,30021,train
30022,30022,test
30023,30023,train
30024,30024,train
30025,30025,train
30026,30026,train
30027,30027,train
30028,30028,train
30029,30029,train
30030,30030,train
30031,30031,train
30032,30032,train
30033,30033,train
30034,30034,train
30035,30035,train
30036,30036,train
30037,30037,train
30038,30038,train
30039,30039,train
30040,30040,validate
30041,30041,validate
30042,30042,validate
30043,30043,validate
30044,30044,validate
30045,30045,validate
30046,30046,validate
30047,30047,validate
30048,30048,validate
30049,30049,validate
30050,30050,validate
30051,30051,validate
30052,30052,validate
30053,30053,validate
30054,30054,validate
30055,30055,validate
30056,30056,validate
30057,30057,validate
30058,30058,validate
30059,30059,validate
30060,30060,test
30061,30061,test
30062,30062,test
30063,30063,test
30064,30064,test
30065,30065,train
30066,30066,train
30067,30067,train
30068,30068,train
30069,30069,train
30070,30070,train
30071,30071,train
30072,30072,train
30073,30073,train
30074,30074,train
30075,30075,train
30076,30076,train
30077,30077,train
30078,30078,train
30079,30079,train
30080,30080,train
30081,30081,train
30082,30082,train
30083,30083,train
30084,30084,train
30085,30085,train
30086,30086,train
30087,30087,train
30088,30088,train
30089,30089,train
30090,30090,train
30091,30091,train
30092,30092,train
30093,30093,train
30094,30094,train
30095,30095,train
30096,30096,train
30097,30097,train
30098,30098,test
30099,30099,test
30100,30100,test
30101,30101,test
30102,30102,test
30103,30103,test
30104,30104,test
30105,30105,test
30106,30106,test
30107,30107,test
30108,30108,train
30109,30109,train
30110,30110,train
30111,30111,train
30112,30112,train
30113,30113,train
30114,30114,train
30115,30115,train
30116,30116,train
30117,30117,train
30118,30118,train
30119,30119,test
30120,30120,test
30121,30121,test
30122,30122,test
30123,30123,test
30124,30124,train
30125,30125,train
30126,30126,train
30127,30127,train
30128,30128,test
30129,30129,train
30130,30130,train
30131,30131,train
30132,30132,train
30133,30133,train
30134,30134,train
30135,30135,train
30136,30136,train
30137,30137,train
30138,30138,train
30139,30139,train
30140,30140,test
30141,30141,test
30142,30142,test
30143,30143,test
30144,30144,test
30145,30145,test
30146,30146,train
30147,30147,validate
30148,30148,train
30149,30149,test
30150,30150,validate
30151,30151,validate
30152,30152,train
30153,30153,train
30154,30154,test
30155,30155,test
30156,30156,train
30157,30157,train
30158,30158,train
30159,30159,train
30160,30160,train
30161,30161,train
30162,30162,train
30163,30163,train
30164,30164,train
30165,30165,train
30166,30166,train
30167,30167,train
30168,30168,test
30169,30169,train
30170,30170,train
30171,30171,train
30172,30172,train
30173,30173,train
30174,30174,train
30175,30175,train
30176,30176,train
30177,30177,test
30178,30178,train
30179,30179,train
30180,30180,train
30181,30181,train
30182,30182,train
30183,30183,train
30184,30184,train
30185,30185,train
30186,30186,validate
30187,30187,test
30188,30188,test
30189,30189,test
30190,30190,test
30191,30191,test
30192,30192,test
30193,30193,test
30194,30194,test
30195,30195,test
30196,30196,test
30197,30197,test
30198,30198,test
30199,30199,test
30200,30200,test
30201,30201,test
30202,30202,test
30203,30203,train
30204,30204,test
30205,30205,train
30206,30206,train
30207,30207,train
30208,30208,test
30209,30209,test
30210,30210,train
30211,30211,train
30212,30212,train
30213,30213,train
30214,30214,train
30215,30215,train
30216,30216,train
30217,30217,train
30218,30218,train
30219,30219,train
30220,30220,train
30221,30221,train
30222,30222,train
30223,30223,train
30224,30224,train
30225,30225,train
30226,30226,train
30227,30227,train
30228,30228,train
30229,30229,train
30230,30230,train
30231,30231,train
30232,30232,train
30233,30233,train
30234,30234,train
30235,30235,train
30236,30236,train
30237,30237,train
30238,30238,train
30239,30239,train
30240,30240,train
30241,30241,validate
30242,30242,validate
30243,30243,validate
30244,30244,train
30245,30245,train
30246,30246,train
30247,30247,train
30248,30248,train
30249,30249,train
30250,30250,train
30251,30251,train
30252,30252,train
30253,30253,train
30254,30254,train
30255,30255,train
30256,30256,train
30257,30257,train
30258,30258,train
30259,30259,test
30260,30260,test
30261,30261,test
30262,30262,test
30263,30263,test
30264,30264,test
30265,30265,test
30266,30266,test
30267,30267,test
30268,30268,test
30269,30269,test
30270,30270,test
30271,30271,test
30272,30272,test
30273,30273,test
30274,30274,train
30275,30275,test
30276,30276,test
30277,30277,test
30278,30278,test
30279,30279,train
30280,30280,train
30281,30281,train
30282,30282,train
30283,30283,train
30284,30284,train
30285,30285,train
30286,30286,train
30287,30287,train
30288,30288,test
30289,30289,test
30290,30290,test
30291,30291,test
30292,30292,test
30293,30293,test
30294,30294,test
30295,30295,test
30296,30296,test
30297,30297,test
30298,30298,test
30299,30299,test
30300,30300,test
30301,30301,test
30302,30302,test
30303,30303,test
30304,30304,test
30305,30305,test
30306,30306,test
30307,30307,test
30308,30308,test
30309,30309,test
30310,30310,test
30311,30311,test
30312,30312,test
30313,30313,test
30314,30314,test
30315,30315,test
30316,30316,test
30317,30317,test
30318,30318,test
30319,30319,test
30320,30320,test
30321,30321,test
30322,30322,test
30323,30323,test
30324,30324,test
30325,30325,test
30326,30326,test
30327,30327,test
30328,30328,test
30329,30329,test
30330,30330,test
30331,30331,test
30332,30332,test
30333,30333,test
30334,30334,test
30335,30335,test
30336,30336,test
30337,30337,train
30338,30338,train
30339,30339,train
30340,30340,train
30341,30341,train
30342,30342,train
30343,30343,train
30344,30344,train
30345,30345,train
30346,30346,train
30347,30347,train
30348,30348,test
30349,30349,test
30350,30350,test
30351,30351,test
30352,30352,train
30353,30353,train
30354,30354,train
30355,30355,train
30356,30356,train
30357,30357,train
30358,30358,train
30359,30359,train
30360,30360,train
30361,30361,train
30362,30362,train
30363,30363,train
30364,30364,train
30365,30365,train
30366,30366,train
30367,30367,train
30368,30368,train
30369,30369,train
30370,30370,train
30371,30371,train
30372,30372,train
30373,30373,train
30374,30374,train
30375,30375,train
30376,30376,train
30377,30377,train
30378,30378,train
30379,30379,train
30380,30380,train
30381,30381,train
30382,30382,train
30383,30383,train
30384,30384,train
30385,30385,train
30386,30386,train
30387,30387,train
30388,30388,train
30389,30389,train
30390,30390,train
30391,30391,train
30392,30392,validate
30393,30393,validate
30394,30394,validate
30395,30395,train
30396,30396,train
30397,30397,train
30398,30398,train
30399,30399,train
30400,30400,train
30401,30401,train
30402,30402,train
30403,30403,test
30404,30404,test
30405,30405,test
30406,30406,test
30407,30407,train
30408,30408,train
30409,30409,train
30410,30410,test
30411,30411,test
30412,30412,test
30413,30413,test
30414,30414,test
30415,30415,test
30416,30416,test
30417,30417,test
30418,30418,test
30419,30419,test
30420,30420,test
30421,30421,test
30422,30422,test
30423,30423,test
30424,30424,test
30425,30425,test
30426,30426,test
30427,30427,test
30428,30428,test
30429,30429,test
30430,30430,test
30431,30431,test
30432,30432,test
30433,30433,test
30434,30434,train
30435,30435,train
30436,30436,train
30437,30437,train
30438,30438,train
30439,30439,train
30440,30440,train
30441,30441,train
30442,30442,test
30443,30443,validate
30444,30444,train
30445,30445,test
30446,30446,test
30447,30447,test
30448,30448,test
30449,30449,test
30450,30450,test
30451,30451,test
30452,30452,test
30453,30453,test
30454,30454,test
30455,30455,train
30456,30456,train
30457,30457,train
30458,30458,train
30459,30459,validate
30460,30460,validate
30461,30461,validate
30462,30462,validate
30463,30463,validate
30464,30464,validate
30465,30465,validate
30466,30466,validate
30467,30467,validate
30468,30468,validate
30469,30469,validate
30470,30470,validate
30471,30471,validate
30472,30472,validate
30473,30473,validate
30474,30474,validate
30475,30475,validate
30476,30476,validate
30477,30477,validate
30478,30478,validate
30479,30479,validate
30480,30480,test
30481,30481,test
30482,30482,test
30483,30483,test
30484,30484,test
30485,30485,test
30486,30486,test
30487,30487,test
30488,30488,test
30489,30489,test
30490,30490,test
30491,30491,test
30492,30492,test
30493,30493,train
30494,30494,train
30495,30495,train
30496,30496,train
30497,30497,train
30498,30498,train
30499,30499,train
30500,30500,train
30501,30501,train
30502,30502,train
30503,30503,train
30504,30504,train
30505,30505,train
30506,30506,test
30507,30507,test
30508,30508,test
30509,30509,test
30510,30510,test
30511,30511,train
30512,30512,train
30513,30513,train
30514,30514,train
30515,30515,train
30516,30516,train
30517,30517,train
30518,30518,train
30519,30519,train
30520,30520,test
30521,30521,test
30522,30522,test
30523,30523,train
30524,30524,train
30525,30525,validate
30526,30526,test
30527,30527,test
30528,30528,validate
30529,30529,test
30530,30530,train
30531,30531,train
30532,30532,train
30533,30533,train
30534,30534,train
30535,30535,train
30536,30536,train
30537,30537,train
30538,30538,train
30539,30539,train
30540,30540,train
30541,30541,train
30542,30542,train
30543,30543,train
30544,30544,train
30545,30545,train
30546,30546,train
30547,30547,train
30548,30548,train
30549,30549,train
30550,30550,train
30551,30551,train
30552,30552,train
30553,30553,train
30554,30554,test
30555,30555,test
30556,30556,validate
30557,30557,validate
30558,30558,validate
30559,30559,validate
30560,30560,validate
30561,30561,validate
30562,30562,train
30563,30563,train
30564,30564,train
30565,30565,train
30566,30566,train
30567,30567,train
30568,30568,train
30569,30569,train
30570,30570,train
30571,30571,train
30572,30572,train
30573,30573,train
30574,30574,train
30575,30575,train
30576,30576,train
30577,30577,train
30578,30578,train
30579,30579,train
30580,30580,test
30581,30581,test
30582,30582,test
30583,30583,test
30584,30584,train
30585,30585,train
30586,30586,train
30587,30587,train
30588,30588,train
30589,30589,train
30590,30590,train
30591,30591,train
30592,30592,train
30593,30593,train
30594,30594,test
30595,30595,test
30596,30596,train
30597,30597,train
30598,30598,train
30599,30599,train
30600,30600,train
30601,30601,test
30602,30602,test
30603,30603,test
30604,30604,test
30605,30605,train
30606,30606,train
30607,30607,test
30608,30608,test
30609,30609,train
30610,30610,train
30611,30611,train
30612,30612,train
30613,30613,train
30614,30614,train
30615,30615,train
30616,30616,train
30617,30617,test
30618,30618,train
30619,30619,validate
30620,30620,validate
30621,30621,test
30622,30622,test
30623,30623,train
30624,30624,train
30625,30625,validate
30626,30626,train
30627,30627,train
30628,30628,train
30629,30629,train
30630,30630,test
30631,30631,train
30632,30632,train
30633,30633,train
30634,30634,train
30635,30635,validate
30636,30636,test
30637,30637,test
30638,30638,test
30639,30639,test
30640,30640,test
30641,30641,test
30642,30642,test
30643,30643,train
30644,30644,train
30645,30645,test
30646,30646,train
30647,30647,test
30648,30648,train
30649,30649,train
30650,30650,test
30651,30651,train
30652,30652,train
30653,30653,train
30654,30654,train
30655,30655,train
30656,30656,train
30657,30657,train
30658,30658,train
30659,30659,train
30660,30660,train
30661,30661,train
30662,30662,train
30663,30663,train
30664,30664,train
30665,30665,train
30666,30666,train
30667,30667,train
30668,30668,train
30669,30669,train
30670,30670,train
30671,30671,train
30672,30672,train
30673,30673,train
30674,30674,test
30675,30675,test
30676,30676,test
30677,30677,train
30678,30678,train
30679,30679,test
30680,30680,test
30681,30681,train
30682,30682,train
30683,30683,test
30684,30684,train
30685,30685,train
30686,30686,validate
30687,30687,train
30688,30688,train
30689,30689,train
30690,30690,train
30691,30691,validate
30692,30692,validate
30693,30693,train
30694,30694,train
30695,30695,train
30696,30696,train
30697,30697,train
30698,30698,train
30699,30699,train
30700,30700,train
30701,30701,test
30702,30702,test
30703,30703,test
30704,30704,test
30705,30705,test
30706,30706,test
30707,30707,test
30708,30708,test
30709,30709,test
30710,30710,test
30711,30711,test
30712,30712,test
30713,30713,train
30714,30714,train
30715,30715,test
30716,30716,test
30717,30717,test
30718,30718,test
30719,30719,test
30720,30720,test
30721,30721,test
30722,30722,test
30723,30723,test
30724,30724,test
30725,30725,test
30726,30726,test
30727,30727,test
30728,30728,test
30729,30729,test
30730,30730,test
30731,30731,test
30732,30732,test
30733,30733,test
30734,30734,test
30735,30735,test
30736,30736,test
30737,30737,test
30738,30738,test
30739,30739,test
30740,30740,test
30741,30741,test
30742,30742,train
30743,30743,train
30744,30744,train
30745,30745,train
30746,30746,train
30747,30747,train
30748,30748,train
30749,30749,train
30750,30750,train
30751,30751,train
30752,30752,train
30753,30753,train
30754,30754,train
30755,30755,train
30756,30756,train
30757,30757,train
30758,30758,train
30759,30759,train
30760,30760,train
30761,30761,train
30762,30762,train
30763,30763,train
30764,30764,validate
30765,30765,validate
30766,30766,validate
30767,30767,validate
30768,30768,validate
30769,30769,validate
30770,30770,test
30771,30771,test
30772,30772,validate
30773,30773,validate
30774,30774,validate
30775,30775,validate
30776,30776,validate
30777,30777,validate
30778,30778,validate
30779,30779,validate
30780,30780,validate
30781,30781,validate
30782,30782,validate
30783,30783,validate
30784,30784,validate
30785,30785,validate
30786,30786,validate
30787,30787,validate
30788,30788,validate
30789,30789,validate
30790,30790,validate
30791,30791,validate
30792,30792,validate
30793,30793,validate
30794,30794,validate
30795,30795,validate
30796,30796,validate
30797,30797,validate
30798,30798,validate
30799,30799,validate
30800,30800,validate
30801,30801,validate
30802,30802,validate
30803,30803,validate
30804,30804,test
30805,30805,test
30806,30806,test
30807,30807,train
30808,30808,train
30809,30809,train
30810,30810,train
30811,30811,train
30812,30812,train
30813,30813,train
30814,30814,train
30815,30815,train
30816,30816,train
30817,30817,train
30818,30818,train
30819,30819,train
30820,30820,validate
30821,30821,train
30822,30822,train
30823,30823,test
30824,30824,test
30825,30825,test
30826,30826,test
30827,30827,test
30828,30828,test
30829,30829,validate
30830,30830,train
30831,30831,train
30832,30832,train
30833,30833,train
30834,30834,test
30835,30835,validate
30836,30836,train
30837,30837,train
30838,30838,train
30839,30839,train
30840,30840,train
30841,30841,test
30842,30842,test
30843,30843,train
30844,30844,test
30845,30845,train
30846,30846,train
30847,30847,train
30848,30848,train
30849,30849,train
30850,30850,test
30851,30851,test
30852,30852,test
30853,30853,test
30854,30854,test
30855,30855,train
30856,30856,train
30857,30857,train
30858,30858,train
30859,30859,train
